affgeoid,geoid,name,lsad,aland,awater,cartodb_id
310M200US28620,28620,"Kill Devil Hills, NC",M2,2000222119,3585817559,616
310M200US46540,46540,"Utica-Rome, NY",M1,6795957319,237512250,781
310M200US17660,17660,"Coeur d'Alene, ID",M1,3222281591,185181763,881
310M200US14220,14220,"Bogalusa, LA",M2,1734071790,16460916,617
310M200US20260,20260,"Duluth, MN-WI",M1,21789782199,2075552284,621
310M200US48900,48900,"Wilmington, NC",M1,2749031421,516884897,622
310M200US19220,19220,"Danville, KY",M2,1329044544,15775911,902
310M200US47220,47220,"Vineland-Bridgeton, NJ",M1,1252937982,502092013,632
310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL",M1,1569245771,16568584,635
310M200US23340,23340,"Fremont, NE",M2,1369351963,37010156,637
310M200US23460,23460,"Gadsden, AL",M1,1386505888,34436545,884
310M200US31930,31930,"Marietta, OH",M2,1636799206,20785063,643
310M200US17300,17300,"Clarksville, TN-KY",M1,4398075093,132335522,658
310M200US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",M1,5136165592,833808218,638
310M200US40100,40100,"Rio Grande City, TX",M2,3168060433,15302229,640
310M200US21220,21220,"Elko, NV",M2,55284578854,96836079,647
310M200US26380,26380,"Houma-Thibodaux, LA",M1,5957070648,3239862878,639
310M200US30280,30280,"Lewisburg, TN",M2,972436981,1801808,641
310M200US21820,21820,"Fairbanks, AK",M1,19006935117,272298859,648
310M200US43340,43340,"Shreveport-Bossier City, LA",M1,8255229021,326622308,649
310M200US49620,49620,"York-Hanover, PA",M1,2341819924,16940560,650
310M200US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",M1,4053478183,2075788304,652
310M200US41100,41100,"St. George, UT",M1,6284076375,9250777,653
310M200US12540,12540,"Bakersfield, CA",M1,21061727156,79488696,654
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ",M1,3763879229,58582138,655
310M200US15980,15980,"Cape Coral-Fort Myers, FL",M1,2031545487,1108506337,656
310M200US22860,22860,"Fort Polk South, LA",M2,3439276087,35153811,663
310M200US44940,44940,"Sumter, SC",M1,1722537921,44054032,664
310M200US46100,46100,"Tullahoma-Manchester, TN",M2,2881800291,72655850,739
310M200US33740,33740,"Monroe, LA",M1,3852321195,128888913,707
310M200US46900,46900,"Vernon, TX",M2,2514474406,18257915,668
310M200US25720,25720,"Heber, UT",M2,3044477325,78963795,669
310M200US25900,25900,"Hilo, HI",M2,10433650768,2739477737,665
310M200US26340,26340,"Houghton, MI",M2,4012466372,15328958880,666
310M200US17340,17340,"Clearlake, CA",M2,3254241507,188959508,667
310M200US12820,12820,"Bastrop, LA",M2,2058870242,28878799,706
310M200US20100,20100,"Dover, DE",M1,1518598004,549069137,670
310M200US47300,47300,"Visalia-Porterville, CA",M1,12494776154,37391591,673
310M200US33700,33700,"Modesto, CA",M1,3870792977,51176485,676
310M200US39340,39340,"Provo-Orem, UT",M1,13974786799,400877098,674
310M200US21500,21500,"Erie, PA",M1,2069949565,1965850804,677
310M200US28580,28580,"Key West, FL",M2,2546076939,7133348785,672
310M200US41060,41060,"St. Cloud, MN",M1,4535661520,134110732,678
310M200US25060,25060,"Gulfport-Biloxi-Pascagoula, MS",M1,4585573777,2098816299,681
310M200US36580,36580,"Oneonta, NY",M2,2594415511,36387187,717
310M200US35460,35460,"Newport, TN",M2,1125578014,22116574,682
310M200US32540,32540,"McAlester, OK",M2,3381152561,187399166,683
310M200US31460,31460,"Madera, CA",M1,5535058233,41957135,684
310M200US28420,28420,"Kennewick-Richland, WA",M1,7620990131,214519183,685
310M200US19180,19180,"Danville, IL",M1,2326763518,7534496,686
310M200US47820,47820,"Washington, NC",M2,2143054135,338699325,716
310M200US46460,46460,"Union City, TN-KY",M2,1944536021,91518909,689
310M200US24780,24780,"Greenville, NC",M1,1687880373,8107886,690
310M200US13460,13460,"Bend-Redmond, OR",M1,7817045465,94746119,691
310M200US27380,27380,"Jacksonville, TX",M2,2727190286,23872803,692
310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT",M1,1618655647,548962761,693
310M200US44700,44700,"Stockton-Lodi, CA",M1,3603645870,91127736,694
310M200US42620,42620,"Searcy, AR",M2,2680817964,18326633,695
310M200US32900,32900,"Merced, CA",M1,5011530566,112781256,812
310M200US21180,21180,"Elkins, WV",M2,2692796426,667359,697
310M200US34940,34940,"Naples-Immokalee-Marco Island, FL",M1,5175994948,793859607,698
310M200US21580,21580,"Española, NM",M2,15179491054,91465583,699
310M200US10140,10140,"Aberdeen, WA",M2,4926218585,834956691,700
310M200US24220,24220,"Grand Forks, ND-MN",M1,8825308989,77226396,708
310M200US33980,33980,"Morehead City, NC",M2,1311157666,2160963597,709
310M200US13060,13060,"Bay City, TX",M2,2849704446,1326675922,701
310M200US19460,19460,"Decatur, AL",M1,3289382814,119693416,702
310M200US12860,12860,"Batavia, NY",M2,1276697652,6142592,704
310M200US48060,48060,"Watertown-Fort Drum, NY",M1,3285857552,1524359927,710
310M200US22520,22520,"Florence-Muscle Shoals, AL",M1,3264213013,214450291,711
310M200US13500,13500,"Bennettsville, SC",M2,1242378725,14475689,712
310M200US36660,36660,"Opelousas, LA",M2,2392904243,39047376,713
310M200US20500,20500,"Durham-Chapel Hill, NC",M1,4553935014,142296935,828
310M200US38660,38660,"Ponce, PR",M1,1043364786,557653641,714
310M200US34100,34100,"Morristown, TN",M1,1129292788,140081578,718
310M200US29980,29980,"Lawrenceburg, TN",M2,1598356774,2228109,719
310M200US10380,10380,"Aguadilla-Isabela, PR",M1,1222489567,358947522,720
310M200US49100,49100,"Winona, MN",M2,1621877195,39812919,726
310M200US46380,46380,"Ukiah, CA",M2,9081415546,962953371,721
310M200US45540,45540,"The Villages, FL",M1,1417703612,84037410,722
310M200US25500,25500,"Harrisonburg, VA",M1,2244206064,11238954,723
310M200US25300,25300,"Hannibal, MO",M2,2348354809,55510736,725
310M200US40860,40860,"Rutland, VT",M2,2408234745,38735277,729
310M200US44020,44020,"Spirit Lake, IA",M2,985764408,60490793,730
310M200US31680,31680,"Malvern, AR",M2,1593384273,18035672,731
310M200US40780,40780,"Russellville, AR",M2,4513146602,96078148,733
310M200US34860,34860,"Nacogdoches, TX",M2,2451523984,89758917,734
310M200US34460,34460,"Mount Sterling, KY",M2,1760541548,23430914,758
310M200US36700,36700,"Orangeburg, SC",M2,2864676330,56530741,735
310M200US21120,21120,"Elk City, OK",M2,2335665036,5527161,736
310M200US15580,15580,"Butte-Silver Bow, MT",M2,1860834266,1488376,752
310M200US39500,39500,"Quincy, IL-MO",M2,3523024934,56685933,909
310M200US13900,13900,"Bismarck, ND",M1,13922499584,252946940,737
310M200US14010,14010,"Bloomington, IL",M1,4094418811,27168534,738
310M200US29260,29260,"La Grande, OR",M2,5274790649,4995927,794
310M200US33860,33860,"Montgomery, AL",M1,7026957028,189816132,740
310M200US32180,32180,"Marshall, MO",M2,1956756360,29548018,742
310M200US28180,28180,"Kapaa, HI",M2,1605634000,1674170048,745
310M200US43060,43060,"Shawnee, OK",M2,2040060361,14842418,795
310M200US11740,11740,"Ashland, OH",M2,1095437984,9969104,796
310M200US46820,46820,"Vermillion, SD",M2,1067562650,13071016,763
310M200US17020,17020,"Chico, CA",M1,4238422630,105325735,746
310M200US44100,44100,"Springfield, IL",M1,3063280587,25218752,782
310M200US29820,29820,"Las Vegas-Henderson-Paradise, NV",M1,20437567383,440056829,748
310M200US49020,49020,"Winchester, VA-WV",M1,2753433356,16219862,750
310M200US16180,16180,"Carson City, NV",M1,374670747,32587486,751
310M200US27140,27140,"Jackson, MS",M1,12041172381,207807726,754
310M200US25840,25840,"Hermiston-Pendleton, OR",M2,13589975809,84972095,775
310M200US30940,30940,"London, KY",M2,3258431056,47847415,755
310M200US35300,35300,"New Haven-Milford, CT",M1,1565618346,667120683,762
310M200US49460,49460,"Yankton, SD",M2,1349811536,28629259,764
310M200US42860,42860,"Seneca, SC",M2,1622110661,122278146,756
310M200US35220,35220,"New Castle, IN",M2,1014954786,7655120,820
310M200US19060,19060,"Cumberland, MD-WV",M1,1947653065,18535348,759
310M200US11820,11820,"Astoria, OR",M2,2147298726,661241618,760
310M200US28900,28900,"Klamath Falls, OR",M2,15387233042,503754867,761
310M200US17700,17700,"Coffeyville, KS",M2,1666728671,20601457,770
310M200US42940,42940,"Sevierville, TN",M2,1534597675,13491710,765
310M200US45060,45060,"Syracuse, NY",M1,6176905547,1020646829,773
310M200US12900,12900,"Batesville, AR",M2,1978630939,19594216,766
310M200US12220,12220,"Auburn-Opelika, AL",M1,1573552207,21488919,767
310M200US43260,43260,"Sheridan, WY",M2,6537116226,7986337,768
310M200US20580,20580,"Eagle Pass, TX",M2,3313356267,32333391,783
310M200US20460,20460,"Durant, OK",M2,2342540740,102255858,769
310M200US32580,32580,"McAllen-Edinburg-Mission, TX",M1,4068598598,31113862,774
310M200US39940,39940,"Rexburg, ID",M2,6041798924,93681212,776
310M200US22180,22180,"Fayetteville, NC",M1,2701923306,19282061,779
310M200US18140,18140,"Columbus, OH",M1,12423288761,138853043,780
310M200US39220,39220,"Price, UT",M2,3829325942,15774022,785
310M200US24100,24100,"Gloversville, NY",M2,1283235713,96916353,786
310M200US21660,21660,"Eugene, OR",M1,11792478666,436989896,777
310M200US36980,36980,"Owensboro, KY",M1,2327090442,85986249,778
310M200US37500,37500,"Paragould, AR",M2,1496270637,4789563,800
310M200US38820,38820,"Port Angeles, WA",M2,4503157980,2413676105,789
310M200US27700,27700,"Jesup, GA",M2,1662237948,18136042,790
310M200US21780,21780,"Evansville, IN-KY",M1,3793352952,125267855,791
310M200US41460,41460,"Salina, KS",M2,3732062916,4371284,801
310M200US46220,46220,"Tuscaloosa, AL",M1,7373856145,131613381,792
310M200US21260,21260,"Ellensburg, WA",M2,5950703697,92366017,793
310M200US35100,35100,"New Bern, NC",M1,3927054810,771513079,797
310M200US36300,36300,"Ogdensburg-Massena, NY",M2,6942149241,365344235,803
310M200US24660,24660,"Greensboro-High Point, NC",M1,5161789094,69157455,804
310M200US25760,25760,"Helena-West Helena, AR",M2,1801752149,82056026,798
310M200US43180,43180,"Shelbyville, TN",M2,1226717441,2983152,805
310M200US37140,37140,"Paducah, KY-IL",M2,2708468605,207877171,799
310M200US34060,34060,"Morgantown, WV",M1,2612959181,21753756,888
310M200US17900,17900,"Columbia, SC",M1,9590266965,339803616,802
310M200US14700,14700,"Branson, MO",M2,2839853037,170793698,889
310M200US13220,13220,"Beckley, WV",M1,3281356869,27857197,806
310M200US11980,11980,"Athens, TX",M2,2262941840,193237933,807
310M200US47580,47580,"Warner Robins, GA",M1,2006841389,19638264,808
310M200US20780,20780,"Edwards, CO",M2,4362873878,18844075,809
310M200US45000,45000,"Susanville, CA",M2,11761622226,463440332,810
310M200US38540,38540,"Pocatello, ID",M1,2880036575,91799986,813
310M200US44580,44580,"Sterling, IL",M2,1772198884,31796433,814
310M200US45940,45940,"Trenton, NJ",M1,581626924,11191986,827
310M200US34180,34180,"Moses Lake, WA",M2,6939864964,289575831,815
310M200US37340,37340,"Palm Bay-Melbourne-Titusville, FL",M1,2629913256,1402835905,816
310M200US49080,49080,"Winnemucca, NV",M2,24969524983,44196981,838
310M200US19340,19340,"Davenport-Moline-Rock Island, IA-IL",M1,5878767413,114047644,817
310M200US31260,31260,"Lufkin, TX",M2,2066240115,173369515,842
310M200US17200,17200,"Claremont-Lebanon, NH-VT",M2,10107504226,176274752,819
310M200US27740,27740,"Johnson City, TN",M1,2211415885,26140919,822
310M200US19740,19740,"Denver-Aurora-Lakewood, CO",M1,21615343186,147569563,830
310M200US13780,13780,"Binghamton, NY",M1,3171119144,36307565,847
310M200US28380,28380,"Kennett, MO",M2,1401369313,15831425,826
310M200US41620,41620,"Salt Lake City, UT",M1,19900245769,1062134642,833
310M200US23940,23940,"Gillette, WY",M2,12438694466,10357543,834
310M200US12620,12620,"Bangor, ME",M1,8799074293,413603778,835
310M200US13020,13020,"Bay City, MI",M1,1145557666,487987302,849
310M200US18860,18860,"Crescent City, CA",M2,2606517997,578525673,836
310M200US24540,24540,"Greeley, CO",M1,10326656602,76677066,837
310M200US49220,49220,"Wisconsin Rapids-Marshfield, WI",M2,2054062243,42280557,850
310M200US41180,41180,"St. Louis, MO-IL",M1,20366562375,565401629,840
310M200US32300,32300,"Martinsville, VA",M2,1018617208,5433096,841
310M200US37060,37060,"Oxford, MS",M2,1636141949,123084030,859
310M200US14720,14720,"Breckenridge, CO",M2,1575560713,28287714,853
310M200US46740,46740,"Valley, AL",M2,1545009295,17048126,860
310M200US31140,31140,"Louisville/Jefferson County, KY-IN",M1,9267931333,160471376,843
310M200US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO",M1,8192477797,129352025,844
310M200US36900,36900,"Ottumwa, IA",M2,2419105255,17750238,845
310M200US28860,28860,"Kirksville, MO",M2,2265278479,7684568,846
310M200US32660,32660,"McMinnville, TN",M2,1120635721,3508317,854
310M200US13720,13720,"Big Stone Gap, VA",M2,1919707104,13477224,848
310M200US16620,16620,"Charleston, WV",M1,4520544949,32485909,851
310M200US25580,25580,"Hastings, NE",M2,1458868934,2481405,852
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA",M1,4409142508,108732898,855
310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI",M1,3768127484,4835953704,890
310M200US42300,42300,"Sault Ste. Marie, MI",M2,4036314385,2952483936,857
310M200US40260,40260,"Roanoke Rapids, NC",M2,3265133020,54672508,861
310M200US38580,38580,"Point Pleasant, WV-OH",M2,2323943124,48257503,867
310M200US35580,35580,"New Ulm, MN",M2,1583055851,18760322,868
310M200US20940,20940,"El Centro, CA",M1,10817387352,790204642,864
310M200US28140,28140,"Kansas City, MO-KS",M1,18791501348,305263033,876
310M200US17860,17860,"Columbia, MO",M1,1775514071,14289200,873
310M200US11680,11680,"Arkansas City-Winfield, KS",M2,2915656885,17314093,874
310M200US25260,25260,"Hanford-Corcoran, CA",M1,3598582248,5468555,875
310M200US35020,35020,"Natchez, MS-LA",M2,3002640445,195603580,869
310M200US18700,18700,"Corvallis, OR",M1,1750680183,6917948,872
310M200US40460,40460,"Rockingham, NC",M2,1227297998,15684090,877
310M200US47940,47940,"Waterloo-Cedar Falls, IA",M1,3893009687,28166453,878
310M200US31940,31940,"Marinette, WI-MI",M2,6328417665,1151930519,880
310M200US41980,41980,"San Juan-Carolina-Caguas, PR",M1,3724111451,1458574183,879
310M200US12180,12180,"Auburn, NY",M2,1791190067,445709273,908
310M200US24300,24300,"Grand Junction, CO",M1,8622143941,31432856,882
310M200US20980,20980,"El Dorado, AR",M2,2691561503,41401574,883
310M200US11260,11260,"Anchorage, AK",M1,68150402469,2345911364,886
310M200US22020,22020,"Fargo, ND-MN",M1,7278668455,26516448,887
310M200US45460,45460,"Terre Haute, IN",M1,3794374486,51286347,900
310M200US14780,14780,"Brenham, TX",M2,1564237320,46089367,892
310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA",M1,12558100724,2202578405,891
310M200US48260,48260,"Weirton-Steubenville, WV-OH",M1,1502326587,29633337,893
310M200US27500,27500,"Janesville-Beloit, WI",M1,1859980191,20624336,894
310M200US49820,49820,"Zapata, TX",M2,2585875921,154370983,897
310M200US29060,29060,"Laconia, NH",M2,1036582289,177039345,898
310M200US37300,37300,"Palestine, TX",M2,2752130250,39879731,895
310M200US36500,36500,"Olympia-Tumwater, WA",M1,1869872177,133490871,896
310M200US24640,24640,"Greenfield Town, MA",M2,1811271706,65367968,899
310M200US38100,38100,"Picayune, MS",M2,2100183756,20778648,901
310M200US17260,17260,"Clarksdale, MS",M2,1430818363,79539460,911
310M200US27020,27020,"Iron Mountain, MI-WI",M2,3236434677,64694639,904
310M200US13980,13980,"Blacksburg-Christiansburg-Radford, VA",M1,3763114320,46183325,905
310M200US14740,14740,"Bremerton-Silverdale, WA",M1,1022895499,442827389,914
310M200US14580,14580,"Bozeman, MT",M2,6740987039,76055984,910
310M200US19620,19620,"Del Rio, TX",M2,8144863837,227711200,913
310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA",M1,17311263486,356267684,906
310M200US29180,29180,"Lafayette, LA",M1,8828910661,2348843797,907
310M200US20420,20420,"Durango, CO",M2,4382664379,19545452,915
310M200US34900,34900,"Napa, CA",M1,1938253730,104163348,919
310M200US47240,47240,"Vineyard Haven, MA",M2,267403598,1004179934,920
310M200US42100,42100,"Santa Cruz-Watsonville, CA",M1,1152864628,419570859,926
310M200US22500,22500,"Florence, SC",M1,3525226011,24430187,921
310M200US27940,27940,"Juneau, AK",M2,6998180840,1429473426,922
310M200US26620,26620,"Huntsville, AL",M1,3526348837,151145239,923
310M200US35660,35660,"Niles-Benton Harbor, MI",M1,1470458175,2625533770,924
310M200US26500,26500,"Huntingdon, PA",M2,2265336839,37851926,925
310M200US15180,15180,"Brownsville-Harlingen, TX",M1,2307835511,998174072,927
310M200US29340,29340,"Lake Charles, LA",M1,6082764661,1767344418,928
310M200US11660,11660,"Arkadelphia, AR",M2,2243121924,43395969,929
